# Athlete data synced from intervals.icu on 2026-02-26 10:19,,,
# Weight: intervals.icu (2023+) + legacy CSV (pre-2023),,,
# Non-running TSS: (calories - 80/hr * elapsed_hours) / 10,,,
date,weight_kg,garmin_tr,non_running_tss
05/10/2021,81.7,,
06/10/2021,81.6,,
07/10/2021,81.5,,
08/10/2021,81.4,,
09/10/2021,81.4,,
10/10/2021,81.2,,
11/10/2021,81.2,,31.50444444
12/10/2021,81.4,,
13/10/2021,81.5,,
14/10/2021,81.7,,
15/10/2021,81.7,,
16/10/2021,81.5,,
17/10/2021,81.5,,
18/10/2021,81.5,,
19/10/2021,81.4,,
20/10/2021,81.3,,
21/10/2021,81.2,,
22/10/2021,81.1,,
23/10/2021,81,,
24/10/2021,80.9,,
25/10/2021,80.9,,
26/10/2021,80.7,,
27/10/2021,80.5,,
28/10/2021,80.4,,
29/10/2021,80.4,,
30/10/2021,80.4,,
31/10/2021,80.6,,
01/11/2021,80.7,,
02/11/2021,80.8,,
03/11/2021,80.9,,
04/11/2021,81,,
05/11/2021,81,,
06/11/2021,81.3,,
07/11/2021,81.4,,
08/11/2021,81.5,,18.00888889
09/11/2021,81.4,,
10/11/2021,81.3,,
11/11/2021,81.3,,
12/11/2021,81.2,,
13/11/2021,80.9,,
14/11/2021,80.6,,
15/11/2021,80.2,,37.67333333
16/11/2021,80.1,,
17/11/2021,80,,
18/11/2021,79.9,,
19/11/2021,79.8,,
20/11/2021,79.8,,
21/11/2021,79.8,,
22/11/2021,79.8,,50.01333333
23/11/2021,79.8,,
24/11/2021,79.9,,
25/11/2021,79.9,,
26/11/2021,79.9,,
27/11/2021,79.9,,
28/11/2021,79.8,,
29/11/2021,79.6,,35.01777778
30/11/2021,79.5,,
01/12/2021,79.4,,
02/12/2021,79.2,,
03/12/2021,79.1,,
04/12/2021,79.1,,
05/12/2021,79.3,,
06/12/2021,79.4,,40.67111111
07/12/2021,79.4,,
08/12/2021,79.3,,
09/12/2021,79.3,,
10/12/2021,79.3,,21.77333333
11/12/2021,79.2,,
12/12/2021,79.1,,
13/12/2021,79.1,,
14/12/2021,79.1,,
15/12/2021,79.2,,
16/12/2021,79.2,,
17/12/2021,79.3,,
18/12/2021,79.3,,
19/12/2021,79.5,,
20/12/2021,79.5,,
21/12/2021,79.6,,
22/12/2021,79.7,,
23/12/2021,79.8,,
24/12/2021,79.8,,
25/12/2021,79.9,,
26/12/2021,79.8,,
27/12/2021,79.8,,
28/12/2021,79.7,,
29/12/2021,79.7,,
30/12/2021,79.6,,
31/12/2021,79.6,,
01/01/2022,79.5,,
02/01/2022,79.5,,
03/01/2022,79.4,,
04/01/2022,79.4,,
05/01/2022,79.4,,
06/01/2022,79.3,,
07/01/2022,79.3,,
08/01/2022,79.3,,
09/01/2022,79.3,,
10/01/2022,79.3,,35.67333333
11/01/2022,79.2,,
12/01/2022,79.2,,
13/01/2022,79.2,,
14/01/2022,79.3,,
15/01/2022,79.2,,
16/01/2022,79.3,,
17/01/2022,79.4,,43.86
18/01/2022,79.3,,
19/01/2022,79.3,,
20/01/2022,79.3,,
21/01/2022,79.3,,
22/01/2022,79.2,,
23/01/2022,79,,
24/01/2022,79.1,,
25/01/2022,79.3,,
26/01/2022,79.4,,
27/01/2022,79.6,,
28/01/2022,79.6,,
29/01/2022,79.7,,
30/01/2022,79.8,,
31/01/2022,79.7,,36.60222222
01/02/2022,79.6,,
02/02/2022,79.4,,
03/02/2022,79.3,,
04/02/2022,79.2,,
05/02/2022,79.1,,
06/02/2022,78.9,,
07/02/2022,78.9,,
08/02/2022,78.9,,
09/02/2022,78.8,,26.10666667
10/02/2022,78.8,,
11/02/2022,78.8,,
12/02/2022,78.8,,
13/02/2022,78.8,,
14/02/2022,78.9,,26.56
15/02/2022,79,,
16/02/2022,79.1,,39.39777778
17/02/2022,79.2,,
18/02/2022,79.3,,
19/02/2022,79.3,,
20/02/2022,79.3,,
21/02/2022,79.2,,
22/02/2022,79,,
23/02/2022,78.8,,
24/02/2022,78.6,,
25/02/2022,78.4,,
26/02/2022,78.2,,
27/02/2022,78.1,,
28/02/2022,78.2,,
01/03/2022,78.2,,
02/03/2022,78.3,,
03/03/2022,78.3,,
04/03/2022,78.4,,
05/03/2022,78.5,,
06/03/2022,78.4,,
07/03/2022,78.4,,60.22888889
08/03/2022,78.5,,
09/03/2022,78.5,,
10/03/2022,78.6,,
11/03/2022,78.6,,
12/03/2022,78.6,,
13/03/2022,78.6,,
14/03/2022,78.6,,42.32444444
15/03/2022,78.4,,31.46666667
16/03/2022,78.2,,
17/03/2022,77.9,,
18/03/2022,77.8,,
19/03/2022,77.7,,
20/03/2022,77.6,,
21/03/2022,77.6,,
22/03/2022,77.6,,
23/03/2022,77.6,,42.77555556
24/03/2022,77.7,,
25/03/2022,77.7,,
26/03/2022,77.7,,
27/03/2022,77.6,,
28/03/2022,77.5,,
29/03/2022,77.4,,30.81111111
30/03/2022,77.3,,
31/03/2022,77.2,,
01/04/2022,77.1,,
02/04/2022,77,,
03/04/2022,77.1,,
04/04/2022,77.1,,
05/04/2022,77.3,,37.10666667
06/04/2022,77.4,,54.2
07/04/2022,77.6,,
08/04/2022,77.6,,
09/04/2022,77.5,,
10/04/2022,77.4,,
11/04/2022,77.3,,
12/04/2022,77.1,,
13/04/2022,76.9,,
14/04/2022,76.7,,
15/04/2022,76.7,,
16/04/2022,76.7,,
17/04/2022,76.8,,
18/04/2022,76.9,,
19/04/2022,76.9,,
20/04/2022,77,,
21/04/2022,77,,
22/04/2022,77,,
23/04/2022,77,,
24/04/2022,77,,
25/04/2022,76.8,,
26/04/2022,76.8,,
27/04/2022,76.8,,
28/04/2022,76.8,,
29/04/2022,76.8,,
30/04/2022,76.8,,
01/05/2022,77,,
02/05/2022,77,,
03/05/2022,77,,
04/05/2022,77,,30.63777778
05/05/2022,77,,
06/05/2022,77,,
07/05/2022,77.2,,
08/05/2022,77.1,,
09/05/2022,77.3,,
10/05/2022,77.3,,
11/05/2022,77.3,,
12/05/2022,77.3,,
13/05/2022,77.3,,
14/05/2022,77.2,,
15/05/2022,77.1,,
16/05/2022,77,,
17/05/2022,77,,16.06222222
18/05/2022,77.1,,
19/05/2022,77.1,,
20/05/2022,77.1,,
21/05/2022,77,,
22/05/2022,76.9,,
23/05/2022,76.9,,
24/05/2022,76.9,,
25/05/2022,76.9,,
26/05/2022,76.9,,
27/05/2022,76.9,,
28/05/2022,76.9,,
29/05/2022,77,,
30/05/2022,77,,
31/05/2022,77,,
01/06/2022,77,,
02/06/2022,77,,
03/06/2022,77,,
04/06/2022,77,,
05/06/2022,77,,
06/06/2022,77,,
07/06/2022,77.1,,
08/06/2022,77.1,,
09/06/2022,77.2,,
10/06/2022,77.2,,
11/06/2022,77.3,,
12/06/2022,77.4,,
13/06/2022,77.3,,
14/06/2022,77.3,,
15/06/2022,77.2,,
16/06/2022,77.2,,
17/06/2022,77.1,,
18/06/2022,77.1,,
19/06/2022,77,,
20/06/2022,76.9,,3.96
21/06/2022,76.9,,
22/06/2022,76.8,,
23/06/2022,76.8,,15.92222222
24/06/2022,76.7,,17.20444444
25/06/2022,76.7,,25.23111111
26/06/2022,76.6,,
27/06/2022,76.8,,
28/06/2022,77,,
29/06/2022,77.2,,
30/06/2022,77.3,,
01/07/2022,77.5,,
02/07/2022,77.7,,
03/07/2022,77.9,,
04/07/2022,78.1,,15.41111111
05/07/2022,78.3,,58.23111111
06/07/2022,78.5,,
07/07/2022,78.6,,64.15777778
08/07/2022,78.8,,
09/07/2022,79,,
10/07/2022,79.2,,
11/07/2022,79.2,,
12/07/2022,79.2,,
13/07/2022,79.3,,18.83777778
14/07/2022,79.3,,
15/07/2022,79.4,,23.78222222
16/07/2022,79.4,,107.3377778
17/07/2022,79.5,,
18/07/2022,79.5,,
19/07/2022,79.7,,
20/07/2022,79.8,,
21/07/2022,79.9,,
22/07/2022,79.9,,68.61555556
23/07/2022,80,,
24/07/2022,80.1,,67.50666667
25/07/2022,80.2,,
26/07/2022,80.3,,63.41777778
27/07/2022,80.4,,
28/07/2022,80.5,,54.43555556
29/07/2022,80.5,,
30/07/2022,80.6,,16.34444444
31/07/2022,80.7,,
01/08/2022,80.8,,66.66222222
02/08/2022,80.8,,
03/08/2022,80.8,,54.46444444
04/08/2022,80.8,,
05/08/2022,80.7,,
06/08/2022,80.6,,
07/08/2022,80.5,,72.43333333
08/08/2022,80.4,,17.18888889
09/08/2022,80.3,,
10/08/2022,80.2,,
11/08/2022,80,,81.94
12/08/2022,80.1,,
13/08/2022,80,,23.09333333
14/08/2022,80,,
15/08/2022,80.1,,70.62
16/08/2022,80,,
17/08/2022,80,,62.13555556
18/08/2022,80,,23.81555556
19/08/2022,79.8,,
20/08/2022,79.7,,
21/08/2022,79.6,,59.26
22/08/2022,79.4,,
23/08/2022,79.3,,60.19555556
24/08/2022,79.3,,
25/08/2022,79.2,,
26/08/2022,79.3,,
27/08/2022,79.3,,
28/08/2022,79.4,,
29/08/2022,79.5,,
30/08/2022,79.5,,61.23555556
31/08/2022,79.5,,
01/09/2022,79.5,,
02/09/2022,79.5,,17.82222222
03/09/2022,79.6,,
04/09/2022,79.2,,43.92
05/09/2022,79.2,,
06/09/2022,79.3,,
07/09/2022,79.4,,66.26888889
08/09/2022,79.5,,
09/09/2022,79.5,,2.366666667
10/09/2022,79.5,,
11/09/2022,79.7,,13.25333333
12/09/2022,79.5,,10.96444444
13/09/2022,79.4,,
14/09/2022,79.2,,
15/09/2022,79.1,,
16/09/2022,79,,
17/09/2022,79,,
18/09/2022,79.3,,
19/09/2022,79.2,,
20/09/2022,79.2,,
21/09/2022,79.4,,11.12
22/09/2022,79.5,,
23/09/2022,79.6,,5.795555556
24/09/2022,79.5,,
25/09/2022,79.3,,
26/09/2022,79.5,,43.35555556
27/09/2022,79.5,,
28/09/2022,79.4,,10.20222222
29/09/2022,79.2,,
30/09/2022,79.2,,0.948888889
01/10/2022,79.2,,
02/10/2022,79.1,,54.94444444
03/10/2022,79.1,,7.571111111
04/10/2022,79.1,,
05/10/2022,79,,
06/10/2022,79,,
07/10/2022,78.9,,13.65111111
08/10/2022,78.9,,
09/10/2022,78.8,,
10/10/2022,78.7,,
11/10/2022,78.7,,
12/10/2022,78.6,,17.46
13/10/2022,78.6,,
14/10/2022,78.5,,24.60444444
15/10/2022,78.3,,
16/10/2022,78.4,,
17/10/2022,78.2,,
18/10/2022,78.2,,
19/10/2022,78.2,,10.85555556
20/10/2022,78.2,,
21/10/2022,78.2,,0.913333333
22/10/2022,78.2,,
23/10/2022,78,,
24/10/2022,78,,3.828888889
25/10/2022,78,,
26/10/2022,78,,12.64444444
27/10/2022,78,,
28/10/2022,78,,
29/10/2022,78.1,,
30/10/2022,78.2,,
31/10/2022,78.3,,
01/11/2022,78.3,,
02/11/2022,78.3,,
03/11/2022,78.3,,
04/11/2022,78.3,,
05/11/2022,78.3,,
06/11/2022,78.3,,
07/11/2022,78.3,,
08/11/2022,78.3,,
09/11/2022,78.2,,18.45333333
10/11/2022,78.2,,
11/11/2022,78.2,,
12/11/2022,78.1,,
13/11/2022,78,,
14/11/2022,77.9,,8.997777778
15/11/2022,77.8,,
16/11/2022,77.8,,
17/11/2022,77.8,,
18/11/2022,77.7,,0.686666667
19/11/2022,77.7,,
20/11/2022,77.8,,
21/11/2022,77.8,,
22/11/2022,77.8,,2.08
23/11/2022,77.7,,
24/11/2022,77.6,,
25/11/2022,77.6,,1.66
26/11/2022,77.6,,
27/11/2022,77.6,,
28/11/2022,77.6,,
29/11/2022,77.7,,16
30/11/2022,77.7,,
01/12/2022,77.8,,
02/12/2022,77.8,,
03/12/2022,77.6,,
04/12/2022,77.4,,
05/12/2022,77.3,,
06/12/2022,77.2,,
07/12/2022,77,,17.01333333
08/12/2022,76.9,,
09/12/2022,76.7,,1.811111111
10/12/2022,76.7,,
11/12/2022,76.6,,
12/12/2022,76.6,,3.984444444
13/12/2022,76.5,,
14/12/2022,76.5,,
15/12/2022,76.4,,
16/12/2022,76.4,,4.593333333
17/12/2022,76.5,,
18/12/2022,76.6,,
19/12/2022,76.7,,
20/12/2022,76.7,,
21/12/2022,76.8,,
22/12/2022,76.9,,
23/12/2022,77,,
24/12/2022,77,,
25/12/2022,77.1,,
26/12/2022,77.1,,
27/12/2022,77.1,,
28/12/2022,77.1,,
29/12/2022,77.2,,
30/12/2022,77.2,,
31/12/2022,77.2,,
01/01/2023,77.2,,
02/01/2023,77.3,,
03/01/2023,77.4,,
04/01/2023,77.5,,21.64222222
05/01/2023,77.6,,
06/01/2023,77.7,,
07/01/2023,77.8,,
08/01/2023,77.8,,
09/01/2023,78.1,,20.07777778
10/01/2023,78.2,,
11/01/2023,78.3,,
12/01/2023,78.4,,
13/01/2023,78.5,,1.722222222
14/01/2023,78.6,,
15/01/2023,78.5,,
16/01/2023,78.3,,29.61111111
17/01/2023,78.1,,
18/01/2023,78,,13.29777778
19/01/2023,77.9,,
20/01/2023,77.7,,3.757777778
21/01/2023,77.5,,
22/01/2023,77.5,,
23/01/2023,77.5,,
24/01/2023,77.5,,
25/01/2023,77.5,,
26/01/2023,77.5,,
27/01/2023,77.5,,0.737777778
28/01/2023,77.6,,
29/01/2023,77.7,,
30/01/2023,77.8,,10.60222222
31/01/2023,77.7,,
01/02/2023,77.7,,18.09111111
02/02/2023,77.6,,
03/02/2023,77.6,,
04/02/2023,77.5,,
05/02/2023,77.6,,
06/02/2023,77.7,,
07/02/2023,77.6,,
08/02/2023,77.5,,
09/02/2023,77.4,,
10/02/2023,77.3,,1.082222222
11/02/2023,77.3,,
12/02/2023,77.2,,
13/02/2023,77.1,,11.02888889
14/02/2023,77.3,,
15/02/2023,77.4,,
16/02/2023,77.6,,
17/02/2023,77.8,,0.335555556
18/02/2023,77.9,,
19/02/2023,78,,
20/02/2023,78,,30.34444444
21/02/2023,78.1,,
22/02/2023,78.1,,11.83333333
23/02/2023,78.1,,
24/02/2023,78.1,,
25/02/2023,78.1,,
26/02/2023,78,,
27/02/2023,78,,
28/02/2023,77.9,,
01/03/2023,77.9,,
02/03/2023,77.9,,
03/03/2023,77.9,,
04/03/2023,77.8,,
05/03/2023,77.8,,
06/03/2023,77.7,,8.024444444
07/03/2023,77.6,,
08/03/2023,77.6,,
09/03/2023,77.5,,
10/03/2023,77.5,,2.306666667
11/03/2023,77.5,,
12/03/2023,77.6,,
13/03/2023,77.6,,
14/03/2023,77.6,,
15/03/2023,77.7,,25.92888889
16/03/2023,77.7,,
17/03/2023,77.7,,0.888888889
18/03/2023,77.6,,
19/03/2023,77.6,,
20/03/2023,77.6,,18.5
21/03/2023,77.6,,
22/03/2023,77.5,,
23/03/2023,77.5,,
24/03/2023,77.5,,
25/03/2023,77.4,,
26/03/2023,77.4,,
27/03/2023,77.4,,
28/03/2023,77.4,,
29/03/2023,77.4,,10.47333333
30/03/2023,77.4,,
31/03/2023,77.4,,
01/04/2023,77.4,,
02/04/2023,77.3,,
03/04/2023,77.2,,9.94
04/04/2023,77.1,,
05/04/2023,77.1,,
06/04/2023,77,,
07/04/2023,76.9,,
08/04/2023,76.8,,
09/04/2023,76.8,,
10/04/2023,77,,22.88222222
11/04/2023,77.1,,
12/04/2023,77.2,,
13/04/2023,77.3,,
14/04/2023,77.4,,1.344444444
15/04/2023,77.5,,
16/04/2023,77.6,,
17/04/2023,77.5,,
18/04/2023,77.5,,
19/04/2023,77.4,,
20/04/2023,77.4,,
21/04/2023,77.3,,2.395555556
22/04/2023,77.3,,
23/04/2023,77.2,,
24/04/2023,77.1,,
25/04/2023,77.2,,
26/04/2023,77.2,,
27/04/2023,77.2,,
28/04/2023,77.3,,3.775555556
29/04/2023,77.3,,
30/04/2023,77.3,,
01/05/2023,77.4,,
02/05/2023,77.4,,
03/05/2023,77.4,,6.4
04/05/2023,77.5,,
05/05/2023,77.5,,7.553333333
06/05/2023,77.5,,
07/05/2023,77.6,,
08/05/2023,77.5,,
09/05/2023,77.5,,5.735555556
10/05/2023,77.5,,
11/05/2023,77.5,,
12/05/2023,77.5,,1.106666667
13/05/2023,77.5,,
14/05/2023,77.6,,
15/05/2023,77.7,,8.162222222
16/05/2023,77.7,,35.52888889
17/05/2023,77.8,,
18/05/2023,77.8,,
19/05/2023,77.9,,
20/05/2023,77.9,,
21/05/2023,77.9,,
22/05/2023,77.8,,
23/05/2023,77.5,,46.52
24/05/2023,77.4,,
25/05/2023,77.2,,
26/05/2023,77,,5.526666667
27/05/2023,76.7,,
28/05/2023,76.6,,
29/05/2023,76.5,,50.57333333
30/05/2023,76.4,,
31/05/2023,76.4,,48.75333333
01/06/2023,76.4,,
02/06/2023,76.3,,9.093333333
03/06/2023,76.3,,
04/06/2023,76.4,,
05/06/2023,76.5,,
06/06/2023,76.6,,
07/06/2023,76.7,,32.09333333
08/06/2023,76.8,,
09/06/2023,76.8,,36.52888889
10/06/2023,76.9,,
11/06/2023,77,,
12/06/2023,77,,46.87111111
13/06/2023,77,,0.108888889
14/06/2023,77,,
15/06/2023,77,,
16/06/2023,77,,
17/06/2023,76.9,,
18/06/2023,76.9,,
19/06/2023,76.8,,
20/06/2023,76.8,,
21/06/2023,76.7,,
22/06/2023,76.7,,
23/06/2023,76.6,,
24/06/2023,76.5,,
25/06/2023,76.5,,
26/06/2023,76.6,,50.90888889
27/06/2023,76.7,,
28/06/2023,76.8,,
29/06/2023,76.8,,43.63111111
30/06/2023,76.9,,
01/07/2023,77.1,,
02/07/2023,77.2,,
03/07/2023,77.2,,
04/07/2023,77.2,,50.36444444
05/07/2023,77.1,,
06/07/2023,77.1,,
07/07/2023,77.1,,
08/07/2023,77.2,,
09/07/2023,77.3,,15.01555556
10/07/2023,77.4,,
11/07/2023,77.6,,
12/07/2023,77.7,,
13/07/2023,77.9,,
14/07/2023,78,,
15/07/2023,78.1,,
16/07/2023,78.1,,
17/07/2023,78.2,,
18/07/2023,78.2,,
19/07/2023,78.3,,
20/07/2023,78.3,,
21/07/2023,78.3,,
22/07/2023,78.4,,
23/07/2023,78.5,,
24/07/2023,78.6,,
25/07/2023,78.7,,
26/07/2023,78.8,,
27/07/2023,78.9,,
28/07/2023,78.9,,
29/07/2023,78.9,,
30/07/2023,78.7,,32.97333333
31/07/2023,78.5,,
01/08/2023,78.3,,
02/08/2023,78.2,,58.93555556
03/08/2023,78,,
04/08/2023,77.9,,
05/08/2023,78.1,,
06/08/2023,78.2,,
07/08/2023,78.3,,27.34222222
08/08/2023,78.2,,
09/08/2023,78.2,,
10/08/2023,78.1,,
11/08/2023,77.9,,31.67555556
12/08/2023,77.7,,
13/08/2023,77.6,,
14/08/2023,77.5,,
15/08/2023,77.6,,
16/08/2023,77.7,,23.41333333
17/08/2023,77.8,,
18/08/2023,78,,0.162222222
19/08/2023,77.9,,
20/08/2023,78,,32.78
21/08/2023,78,,
22/08/2023,77.9,,
23/08/2023,77.8,,
24/08/2023,77.8,,
25/08/2023,77.6,,
26/08/2023,77.8,,
27/08/2023,77.9,,
28/08/2023,78.1,,
29/08/2023,78.2,,
30/08/2023,78.4,,
31/08/2023,78.5,,
01/09/2023,78.7,,0.955555556
02/09/2023,78.6,,
03/09/2023,78.5,,
04/09/2023,78.5,,50.31333333
05/09/2023,78.5,,
06/09/2023,78.5,,
07/09/2023,78.4,,
08/09/2023,78.4,,0.068888889
09/09/2023,78.4,,
10/09/2023,78.3,,50.92666667
11/09/2023,78.1,,
12/09/2023,77.9,,
13/09/2023,77.7,,
14/09/2023,77.5,,
15/09/2023,77.3,,0.12
16/09/2023,77.2,,
17/09/2023,77.2,,
18/09/2023,77.2,,
19/09/2023,77.2,,
20/09/2023,77.2,,
21/09/2023,77.2,,
22/09/2023,77.1,,
23/09/2023,77.1,,
24/09/2023,77.1,,
25/09/2023,77.1,,
26/09/2023,77.1,,
27/09/2023,77.1,,
28/09/2023,77.2,,
29/09/2023,77.2,,1.357777778
30/09/2023,77.4,,
01/10/2023,77.6,,
02/10/2023,77.7,,22.62444444
03/10/2023,77.6,,
04/10/2023,77.6,,
05/10/2023,77.5,,
06/10/2023,77.4,,4.72
07/10/2023,77.5,,
08/10/2023,77.4,,
09/10/2023,77.4,,
10/10/2023,77.5,,
11/10/2023,77.6,,
12/10/2023,77.6,,
13/10/2023,77.7,,3.177777778
14/10/2023,77.6,,
15/10/2023,77.7,,
16/10/2023,77.8,,15.04888889
17/10/2023,77.9,,
18/10/2023,78,,
19/10/2023,78,,
20/10/2023,78.1,,
21/10/2023,78,,
22/10/2023,77.9,,
23/10/2023,77.8,,
24/10/2023,77.8,,
25/10/2023,77.9,,
26/10/2023,77.9,,
27/10/2023,78,,
28/10/2023,78,,
29/10/2023,78.1,,
30/10/2023,78.1,,
31/10/2023,78.2,,
01/11/2023,78.2,,
02/11/2023,78.2,,
03/11/2023,78.3,,
04/11/2023,78.4,,
05/11/2023,78.5,,
06/11/2023,78.6,,27.57555556
07/11/2023,78.6,,
08/11/2023,78.6,,
09/11/2023,78.7,,
10/11/2023,78.6,,3.055555556
11/11/2023,78.6,,
12/11/2023,78.5,,
13/11/2023,78.4,,25.58888889
14/11/2023,78.5,,
15/11/2023,78.5,,
16/11/2023,78.5,,
17/11/2023,78.6,,
18/11/2023,78.7,,
19/11/2023,78.8,,
20/11/2023,78.8,,
21/11/2023,78.8,,
22/11/2023,78.8,,18.85777778
23/11/2023,78.8,,
24/11/2023,79,,
25/11/2023,78.9,,
26/11/2023,78.8,,
27/11/2023,78.7,,12.39333333
28/11/2023,78.6,,
29/11/2023,78.6,,
30/11/2023,78.5,,
01/12/2023,78.2,,
02/12/2023,78.2,,
03/12/2023,78.3,,
04/12/2023,78.4,,21.83777778
05/12/2023,78.4,,
06/12/2023,78.6,,
07/12/2023,78.7,,
08/12/2023,78.8,,
09/12/2023,78.8,,
10/12/2023,78.8,,
11/12/2023,78.8,,20.08444444
12/12/2023,78.9,,
13/12/2023,78.9,,
14/12/2023,78.9,,
15/12/2023,79,,
16/12/2023,78.8,,
17/12/2023,78.8,,
18/12/2023,78.7,,
19/12/2023,78.6,,
20/12/2023,78.7,,
21/12/2023,78.7,,
22/12/2023,78.7,,
23/12/2023,78.8,,
24/12/2023,78.8,,
25/12/2023,78.9,,
26/12/2023,79,,
27/12/2023,79,,
28/12/2023,79.1,,
29/12/2023,79.2,,
30/12/2023,79.3,,
31/12/2023,79.5,,
01/01/2024,79.6,,
02/01/2024,79.7,,
03/01/2024,79.8,,
04/01/2024,79.8,,
05/01/2024,79.9,,
06/01/2024,80,,
07/01/2024,80,,
08/01/2024,80,,
09/01/2024,80.1,,
10/01/2024,80.1,,
11/01/2024,80.2,,
12/01/2024,80.2,,
13/01/2024,80.2,,
14/01/2024,80.2,,
15/01/2024,80,,14.44
16/01/2024,79.8,,
17/01/2024,79.6,,
18/01/2024,79.4,,
19/01/2024,79.2,,
20/01/2024,79.1,,
21/01/2024,79.1,,
22/01/2024,79.2,,20.88666667
23/01/2024,79.3,,
24/01/2024,79.3,,
25/01/2024,79.3,,
26/01/2024,79.5,,
27/01/2024,79.5,,
28/01/2024,79.4,,
29/01/2024,79.3,,17.68666667
30/01/2024,79.4,,
31/01/2024,79.4,,
01/02/2024,79.5,,
02/02/2024,79.4,,
03/02/2024,79.3,,
04/02/2024,79.3,,
05/02/2024,79.2,,
06/02/2024,79.2,,
07/02/2024,79.1,,
08/02/2024,79,,
09/02/2024,79,,
10/02/2024,78.8,,
11/02/2024,78.8,,
12/02/2024,78.7,,24.81555556
13/02/2024,78.8,,
14/02/2024,78.8,,
15/02/2024,78.8,,
16/02/2024,78.7,,
17/02/2024,78.7,,
18/02/2024,78.6,,
19/02/2024,78.5,,
20/02/2024,78.4,,
21/02/2024,78.3,,
22/02/2024,78.2,,
23/02/2024,78.2,,
24/02/2024,78.2,,
25/02/2024,78.3,,
26/02/2024,78.4,,
27/02/2024,78.5,,
28/02/2024,78.7,,
29/02/2024,78.8,,
01/03/2024,78.9,,
02/03/2024,79.1,,
03/03/2024,79,,
04/03/2024,79.1,,
05/03/2024,79.1,,
06/03/2024,79.2,,
07/03/2024,79.2,,
08/03/2024,79.2,,6.748888889
09/03/2024,79.1,,
10/03/2024,79.2,,
11/03/2024,79.1,,
12/03/2024,79,,
13/03/2024,78.9,,
14/03/2024,78.8,,
15/03/2024,78.7,,10.28666667
16/03/2024,78.7,,
17/03/2024,78.8,,
18/03/2024,78.8,,
19/03/2024,78.8,,
20/03/2024,78.7,,
21/03/2024,78.7,,
22/03/2024,78.7,,5.384444444
23/03/2024,78.7,,
24/03/2024,78.6,,
25/03/2024,78.6,,
26/03/2024,78.8,,
27/03/2024,78.9,,
28/03/2024,79.1,,
29/03/2024,79.3,,
30/03/2024,79.4,,
31/03/2024,79.5,,
01/04/2024,79.6,,
02/04/2024,79.6,,
03/04/2024,79.6,,
04/04/2024,79.6,,
05/04/2024,79.7,,
06/04/2024,79.7,,
07/04/2024,79.6,,
08/04/2024,79.6,,
09/04/2024,79.5,,
10/04/2024,79.4,,
11/04/2024,79.2,,
12/04/2024,79.2,,16.97777778
13/04/2024,79,,
14/04/2024,79,,
15/04/2024,78.8,,6.386666667
16/04/2024,78.9,,
17/04/2024,79,,93.08
18/04/2024,79.1,,
19/04/2024,78.8,,9.635555556
20/04/2024,78.7,,
21/04/2024,78.7,,
22/04/2024,78.6,,15.36222222
23/04/2024,78.4,,54.26888889
24/04/2024,78.3,,15.20666667
25/04/2024,78.2,,
26/04/2024,78.2,,13.31777778
27/04/2024,78.1,,
28/04/2024,78,,46.62222222
29/04/2024,78.1,,17.73333333
30/04/2024,78.1,,
01/05/2024,78.1,,
02/05/2024,78.1,,
03/05/2024,78.1,,13.81777778
04/05/2024,78.3,,
05/05/2024,78.5,,
06/05/2024,78.6,,21.71333333
07/05/2024,78.7,,
08/05/2024,78.8,,
09/05/2024,79,,
10/05/2024,79.1,,
11/05/2024,79.1,,
12/05/2024,79,,
13/05/2024,78.9,,18.73777778
14/05/2024,78.9,,
15/05/2024,78.9,,
16/05/2024,78.9,,38.64666667
17/05/2024,78.8,,
18/05/2024,78.8,,
19/05/2024,78.8,,
20/05/2024,78.8,,3.791111111
21/05/2024,78.7,,
22/05/2024,78.6,,62.49777778
23/05/2024,78.5,,59.29777778
24/05/2024,78.4,,
25/05/2024,78.3,,58.93111111
26/05/2024,78.3,,37.69555556
27/05/2024,78.3,,
28/05/2024,78.3,,66.11555556
29/05/2024,78.5,,
30/05/2024,78.6,,
31/05/2024,78.8,,
01/06/2024,79,,
02/06/2024,79.2,,
03/06/2024,79.2,,
04/06/2024,79.4,,
05/06/2024,79.3,,
06/06/2024,79.2,,43.88444444
07/06/2024,79.2,,11.56666667
08/06/2024,79.1,,
09/06/2024,79.1,,61.28666667
10/06/2024,79.2,,
11/06/2024,79.2,,37.36888889
12/06/2024,79.2,,
13/06/2024,79.2,,59.02
14/06/2024,79.3,,
15/06/2024,79.4,,
16/06/2024,79.4,,35.88666667
17/06/2024,79.4,,5.011111111
18/06/2024,79.5,,66.46888889
19/06/2024,79.6,,
20/06/2024,79.7,,74.92444444
21/06/2024,79.8,,39.46444444
22/06/2024,79.9,,
23/06/2024,80,,
24/06/2024,80.1,,
25/06/2024,80.2,,
26/06/2024,80.3,,
27/06/2024,80.4,,
28/06/2024,80.4,,
29/06/2024,80.5,,
30/06/2024,80.6,,
01/07/2024,80.7,,
02/07/2024,80.7,,62.18222222
03/07/2024,80.8,,
04/07/2024,80.8,,50.99555556
05/07/2024,80.9,,
06/07/2024,80.9,,
07/07/2024,80.9,,52.79333333
08/07/2024,81,,
09/07/2024,81.1,,80.49333333
10/07/2024,81.2,,
11/07/2024,81.3,,
12/07/2024,81.4,,
13/07/2024,81.5,,
14/07/2024,81.5,,
