Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio,heart_rate,temperature,,,,,
1766653873,3.447368421,0.986842105,0.171052632,3.042,0,95.54,0,11.5,0.151315789,250,176,6.6,203.2,0,0,0,0,0,6.364206162,113,27,,2.47,36,,
1766653874,3.394736842,0.973684211,0.171052632,2.986,0,98.52,0,11.125,0.146381579,249,178,6.4,203.2,0,0,0,0,0,6.358542304,114,27,,2.46,37,,
1766653875,3.328947368,0.973684211,0.171052632,3.051,0,101.57,0,11.125,0.146381579,248,178,6.3,203.2,0,0,0,0,0,6.125842303,115,27,,2.45,38,,
1766653876,3.368421053,0.986842105,0.144736842,3.088,0,104.66,0,11.5,0.151315789,249,178,6.2,203.2,0,0,0,0,0,5.956383899,116,27,,2.43,39,,
1766653877,3.394736842,0.973684211,0.144736842,3.163,0,107.83,0,11.625,0.152960526,247,180,6.2,203.2,0,0,0,0,0,5.880511794,117,27,,2.41,40,,
1766653878,3.421052632,0.973684211,0.118421053,3.21,0,111.03,0,11.625,0.152960526,248,180,6.1,203.2,0,0,0,0,0,5.700934579,118,27,,2.39,41,,
1766653879,3.460526316,0.960526316,0.105263158,3.238,0,114.27,0,11.25,0.148026316,248,180,6.2,203.2,0,0,0,0,0,5.744304337,118,27,,2.37,42,,
1766653880,3.486842105,0.960526316,0.105263158,3.266,0,117.54,0,10.875,0.143092105,248,180,6.2,203.2,0,0,0,0,0,5.695022367,119,27,,2.36,43,,
1766653881,3.486842105,0.960526316,0.105263158,3.191,0,120.73,0,10.875,0.143092105,250,178,6.3,203.2,0,0,0,0,0,5.857087075,120,27,,2.35,44,,
1766653882,3.407894737,0.973684211,0.105263158,3.163,0,123.89,0,10.5,0.138157895,248,178,6.4,203,0,0,0,0,0,6.00273875,121,27,,2.33,45,,
1766653883,3.328947368,0.973684211,0.092105263,3.135,0,127.03,0,10.5,0.138157895,251,178,6.3,203,0,0,0,0,0,5.961731362,122,27,,2.32,46,,
1766653884,3.302631579,0.986842105,0.092105263,3.144,0,130.17,0,10.75,0.141447368,250,180,6.1,203,0,0,0,0,0,5.820610687,123,27,,2.30,47,,
1766653885,3.315789474,0.986842105,0.092105263,3.182,0,133.35001,0,11.125,0.146381579,250,180,6,203,0,0,0,0,0,5.656801833,124,27,,2.29,48,,
1766653886,3.342105263,0.986842105,0.078947368,3.182,0,136.53999,0,11.125,0.146381579,250,180,6,203,0,0,0,0,0,5.656801833,125,27,,2.28,49,,
1766653887,3.342105263,0.960526316,0.065789474,3.172,0,139.71001,0,10.75,0.141447368,249,180,6.2,203,0,0,0,0,0,5.863826809,126,27,,2.27,50,,
1766653888,3.328947368,0.960526316,0.065789474,3.163,0,142.87,0,10.75,0.141447368,248,178,6.3,203,0,0,0,0,0,5.908945957,126,27,,2.26,51,,
1766653889,3.25,0.960526316,0.052631579,3.154,0,146.02,0,10.75,0.141447368,249,178,6.3,202.8,0,0,0,0,0,5.925786578,127,27,,2.25,52,,
1766653890,3.223684211,0.973684211,0.052631579,3.21,0,149.23,0,10.875,0.143092105,249,180,6.1,202.8,0,0,0,0,0,5.700934579,128,27,,2.24,53,,
1766653891,3.223684211,0.973684211,0.052631579,3.266,0,152.5,0,10.875,0.143092105,247,182,6,202.8,0,0,0,0,0,5.572582892,128,27,,2.22,54,,
1766653892,3.276315789,0.973684211,0.065789474,3.294,0,155.78999,0,10.875,0.143092105,242,180,6.2,202.60001,0,0,0,0,0,5.646630237,129,27,,2.20,55,,
1766653893,3.315789474,0.960526316,0.065789474,3.294,0,159.09,0,10.75,0.141447368,243,180,6.2,202.60001,0,0,0,0,0,5.646630237,130,27,,2.18,56,,
1766653894,3.328947368,0.960526316,0.065789474,3.275,0,162.36,0,10.875,0.143092105,245,180,6.3,202.39999,0,0,0,0,0,5.770974745,130,27,,2.17,57,,
1766653895,3.328947368,0.960526316,0.065789474,3.256,0,165.62,0,10.875,0.143092105,247,180,6.2,202.39999,0,0,0,0,0,5.712548257,131,27,,2.15,58,,
1766653896,3.289473684,0.973684211,0.092105263,3.21,0,168.83,0,10.875,0.143092105,253,180,6.1,202.2,0,0,0,0,0,5.700934579,132,27,,2.13,59,,
1766653897,3.289473684,0.973684211,0.092105263,3.219,0,172.05,0,10.875,0.143092105,251,180,6.1,202.2,0,0,0,0,0,5.68499534,132,27,,2.11,60,,
1766653898,3.302631579,0.973684211,0.118421053,3.256,0,175.3,0,10.875,0.143092105,248,180,6.2,202,0,0,0,0,0,5.712548257,133,27,,2.09,61,,
1766653899,3.342105263,0.973684211,0.144736842,3.368,0,178.67,0,10.375,0.136513158,241,182,6.1,202,0,0,0,0,0,5.493862185,133,27,,2.08,62,,
1766653900,3.447368421,0.973684211,0.144736842,3.406,0,182.08,0,10.625,0.139802632,238,182,6.2,201.8,0,0,0,0,0,5.521614449,134,27,,2.06,63,,
1766653901,3.5,0.973684211,0.157894737,3.443,0,185.52,0,10.625,0.139802632,236,182,6.2,201.8,0,0,0,0,0,5.462314435,135,27,,2.05,64,,
1766653902,3.526315789,0.973684211,0.157894737,3.471,0,188.99001,0,10.75,0.141447368,232,182,6.4,201.60001,0,0,0,0,0,5.592987792,135,27,,2.04,65,,
1766653903,3.552631579,0.973684211,0.157894737,3.443,0,192.42999,0,10.75,0.141447368,233,180,6.5,201.60001,0,0,0,0,0,5.663648958,136,27,,2.03,66,,
1766653904,3.592105263,0.973684211,0.131578947,3.415,0,195.85001,0,10.75,0.141447368,236,182,6.4,201.60001,0,0,0,0,0,5.684745341,137,27,,2.02,67,,
1766653905,3.592105263,0.986842105,0.131578947,3.368,0,199.22,0,11.25,0.148026316,239,180,6.3,201.60001,0,0,0,0,0,5.611622293,138,27,,2.02,68,,
1766653906,3.552631579,0.986842105,0.131578947,3.247,0,202.47,0,11.25,0.148026316,243,180,6.3,201.8,0,0,0,0,0,5.820775549,139,27,,2.01,69,,
1766653907,3.526315789,0.986842105,0.105263158,3.163,0,205.63,0,11.25,0.148026316,247,178,6.4,201.8,0,0,0,0,0,6.00273875,139,27,,2.00,70,,
1766653908,3.5,0.973684211,0.105263158,3.163,0,208.78999,0,11.25,0.148026316,248,176,6.6,201.8,0,0,0,0,0,6.120745618,140,27,,1.99,71,,
1766653909,3.421052632,0.973684211,0.092105263,2.93,0,211.72,0,11.25,0.148026316,257,174,6.7,201.8,0,0,0,0,0,6.631431003,140,27,,1.98,72,,
1766653910,3.302631579,0.973684211,0.092105263,2.865,0,214.59,0,11.5,0.151315789,261,172,6.7,202,0,0,0,0,0,6.703888255,141,26,,1.96,73,,
1766653911,3.197368421,0.986842105,0.092105263,2.771,0,217.36,0,11.75,0.154605263,265,174,6.4,201.8,0,0,0,0,0,6.697923644,141,26,,1.95,74,,
1766653912,3.039473684,0.986842105,0.118421053,2.743,0,220.10001,0,11.75,0.154605263,268,174,6.3,201.8,0,0,0,0,0,6.660605164,141,26,,1.93,75,,
1766653913,2.907894737,0.986842105,0.131578947,2.771,0,222.87,0,11.5,0.151315789,267,178,5.9,201.8,0,0,0,0,0,6.316645968,141,26,,1.91,76,,
1766653914,2.907894737,0.973684211,0.131578947,2.809,0,225.67999,0,11.5,0.151315789,266,178,5.8,201.8,0,0,0,0,0,6.125574273,141,26,,1.90,77,,
1766653915,2.960526316,0.973684211,0.131578947,2.837,0,228.52,0,11.5,0.151315789,262,180,5.7,201.60001,0,0,0,0,0,6.027472586,141,26,,1.88,78,,
1766653916,2.973684211,0.947368421,0.131578947,2.902,0,231.42,0,11.25,0.148026316,256,178,6,201.60001,0,0,0,0,0,6.133714987,141,26,,1.87,79,,
1766653917,3.118421053,0.947368421,0.131578947,2.921,0,234.34,0,10.875,0.143092105,253,178,6.1,201.60001,0,0,0,0,0,6.195346381,142,26,,1.85,80,,
1766653918,3.092105263,0.947368421,0.118421053,2.948,0,237.28999,0,10.875,0.143092105,252,180,6.1,201.8,0,0,0,0,0,6.207577315,141,26,,1.84,81,,
1766653919,3.078947368,0.947368421,0.131578947,2.958,0,240.25,0,11.25,0.148026316,252,180,5.9,201.8,0,0,0,0,0,5.983772819,141,26,,1.83,82,,
1766653920,3.210526316,0.947368421,0.131578947,3.014,0,243.25999,0,11.75,0.154605263,252,180,6,201.8,0,0,0,0,0,5.972110245,142,26,,1.83,83,,
1766653921,3.289473684,0.947368421,0.171052632,3.042,0,246.3,0,11.75,0.154605263,254,180,5.9,202,0,0,0,0,0,5.818540434,142,26,,1.82,84,,
1766653922,3.460526316,0.934210526,0.210526316,3.042,0,249.34,0,11.5,0.151315789,253,178,6.2,202,0,0,0,0,0,6.046479876,142,26,,1.82,85,,
1766653923,3.460526316,0.934210526,0.210526316,3.023,0,252.37,0,11.5,0.151315789,255,176,6.5,202,0,0,0,0,0,6.307189225,142,26,,1.82,86,,
1766653924,3.407894737,0.947368421,0.223684211,2.995,0,255.36,0,11,0.144736842,255,174,6.6,202,0,0,0,0,0,6.39064255,143,26,,1.81,87,,
1766653925,3.368421053,0.973684211,0.223684211,2.958,0,258.32001,0,11,0.144736842,257,176,6.4,202,0,0,0,0,0,6.346624885,143,26,,1.81,88,,
1766653926,3.289473684,0.973684211,0.131578947,2.967,0,261.29001,0,11,0.144736842,253,176,6.4,202,0,0,0,0,0,6.327361886,143,26,,1.80,89,,
1766653927,3.315789474,0.986842105,0.078947368,3.004,0,264.29001,0,11.375,0.149671053,254,178,6.2,202,0,0,0,0,0,6.122973,143,26,,1.80,90,,
1766653928,3.447368421,0.960526316,0.078947368,3.004,0,267.29999,0,11.375,0.149671053,255,178,6.2,202,0,0,0,0,0,6.122973,143,26,,1.80,91,,
1766653929,3.447368421,0.960526316,0.065789474,3.042,0,270.34,0,11.375,0.149671053,257,178,6.1,202,0,0,0,0,0,5.948956007,144,26,,1.80,92,,
1766653930,3.486842105,0.960526316,0.105263158,3.023,0,273.35999,0,11.125,0.146381579,255,178,6.1,202,0,0,0,0,0,5.986319787,144,26,,1.79,93,,
1766653931,3.447368421,0.973684211,0.105263158,3.032,0,276.39001,0,11.125,0.146381579,255,178,6.1,202,0,0,0,0,0,5.968572044,144,26,,1.79,94,,
1766653932,3.447368421,0.973684211,0.157894737,3.06,0,279.45001,0,11.125,0.146381579,256,180,6,202.2,0,0,0,0,0,5.882352941,144,26,,1.78,95,,
1766653933,3.473684211,0.960526316,0.131578947,3.06,0,282.51001,0,11,0.144736842,254,180,6,202.2,0,0,0,0,0,5.882352941,145,26,,1.78,96,,
1766653934,3.592105263,0.960526316,0.131578947,3.042,0,285.56,0,11,0.144736842,255,180,6,202.2,0,0,0,0,0,5.917159763,145,26,,1.77,97,,
1766653935,3.592105263,0.960526316,0.131578947,3.042,0,288.60001,0,11,0.144736842,253,180,6.1,202.2,0,0,0,0,0,6.015779093,145,26,,1.77,98,,
1766653936,3.592105263,0.960526316,0.131578947,2.976,0,291.57001,0,10.875,0.143092105,253,176,6.4,202.39999,0,0,0,0,0,6.308215465,146,26,,1.77,99,,
1766653937,3.592105263,0.960526316,0.131578947,2.948,0,294.51999,0,10.875,0.143092105,255,176,6.4,202.39999,0,0,0,0,0,6.368159204,146,26,,1.77,100,,
1766653938,3.592105263,0.960526316,0.131578947,2.902,0,297.42001,0,10.875,0.143092105,256,176,6.4,202.60001,0,0,0,0,0,6.46908988,146,26,,1.77,101,,
1766653939,3.631578947,0.960526316,0.131578947,2.893,0,300.32001,0,11.125,0.146381579,261,176,6.2,202.60001,0,0,0,0,0,6.28643853,147,26,,1.77,102,,
1766653940,3.605263158,0.960526316,0.131578947,2.883,0,303.20001,0,11.125,0.146381579,261,176,6.2,202.60001,0,0,0,0,0,6.308249562,147,26,,1.77,103,,
1766653941,3.578947368,0.973684211,0.131578947,2.902,0,306.10001,0,11.25,0.148026316,259,178,6,202.8,0,0,0,0,0,6.133714987,147,26,,1.77,104,,
1766653942,3.578947368,0.973684211,0.184210526,2.93,0,309.04001,0,11.25,0.148026316,263,178,5.9,202.8,0,0,0,0,0,5.973836621,148,26,,1.78,105,,
1766653943,3.565789474,0.960526316,0.184210526,2.958,0,311.98999,0,11.125,0.146381579,262,178,5.9,203,0,0,0,0,0,5.917278453,148,26,,1.79,106,,
1766653944,3.552631579,0.947368421,0.184210526,2.976,0,314.97,0,11,0.144736842,263,178,6,203,0,0,0,0,0,5.981159348,148,26,,1.80,107,,
1766653945,3.5,0.947368421,0.184210526,2.948,0,317.92001,0,11,0.144736842,265,178,5.8,203,0,0,0,0,0,5.836712924,149,26,,1.80,108,,
1766653946,3.486842105,0.947368421,0.184210526,2.93,0,320.84,0,10.625,0.139802632,264,176,6,203,0,0,0,0,0,6.006847806,149,26,,1.81,109,,
1766653947,3.394736842,0.947368421,0.184210526,2.883,0,323.73001,0,10.625,0.139802632,263,178,6,203,0,0,0,0,0,6.174109899,149,26,,1.81,110,,
1766653948,3.342105263,0.947368421,0.184210526,2.883,0,326.60999,0,10.625,0.139802632,267,176,6,203,0,0,0,0,0,6.104757641,149,25,,1.81,111,,
1766653949,3.25,0.960526316,0.171052632,2.855,0,329.47,0,10.875,0.143092105,266,176,6,203.2,0,0,0,0,0,6.164594678,150,26,,1.81,112,,
1766653950,3.210526316,0.947368421,0.171052632,2.865,0,332.32999,0,10.75,0.141447368,266,178,5.9,203.2,0,0,0,0,0,6.109368043,150,26,,1.81,113,,
1766653951,3.171052632,0.947368421,0.144736842,2.874,0,335.20001,0,10.75,0.141447368,260,178,6,203,0,0,0,0,0,6.193484454,151,26,,1.80,114,,
1766653952,3.210526316,0.960526316,0.144736842,2.93,0,338.13,0,10.875,0.143092105,256,180,5.9,203,0,0,0,0,0,6.040935014,151,26,,1.79,115,,
1766653953,3.289473684,0.947368421,0.144736842,2.976,0,341.10999,0,10.875,0.143092105,252,180,6,203,0,0,0,0,0,6.048387097,152,25,,1.79,116,,
1766653954,3.355263158,0.947368421,0.157894737,3.014,0,344.12,0,10.875,0.143092105,251,180,6.1,203,0,0,0,0,0,6.071645416,152,25,,1.78,117,,
1766653955,3.434210526,0.934210526,0.210526316,3.07,0,347.19,0,11.125,0.146381579,251,178,6.3,203,0,0,0,0,0,6.087956476,152,25,,1.78,118,,
1766653956,3.5,0.947368421,0.210526316,3.079,0,350.26999,0,11.25,0.148026316,250,178,6.4,203,0,0,0,0,0,6.16647557,153,25,,1.78,119,,
1766653957,3.526315789,0.947368421,0.263157895,3.079,0,353.35001,0,11.25,0.148026316,251,178,6.3,203,0,0,0,0,0,6.070124389,153,25,,1.78,120,,
1766653958,3.526315789,0.960526316,0.276315789,3.07,0,356.42001,0,11.125,0.146381579,253,178,6.2,203,0,0,0,0,0,5.991322246,153,25,,1.78,121,,
1766653959,3.526315789,0.973684211,0.276315789,3.042,0,359.45999,0,11.125,0.146381579,253,178,6.3,203,0,0,0,0,0,6.144003745,153,25,,1.77,122,,
1766653960,3.539473684,0.973684211,0.302631579,3.023,0,362.48999,0,11.125,0.146381579,255,176,6.3,203,0,0,0,0,0,6.113121865,154,25,,1.77,123,,
1766653961,3.539473684,0.973684211,0.302631579,2.986,0,365.48001,0,11.125,0.146381579,255,176,6.3,203,0,0,0,0,0,6.188909082,154,25,,1.77,124,,
1766653962,3.513157895,0.973684211,0.302631579,2.986,0,368.45999,0,11,0.144736842,256,178,6.1,203,0,0,0,0,0,6.060485634,154,25,,1.77,125,,
1766653963,3.460526316,0.973684211,0.302631579,2.995,0,371.45001,0,11,0.144736842,254,178,6.1,203,0,0,0,0,0,6.042296073,154,25,,1.76,126,,
1766653964,3.447368421,0.973684211,0.276315789,2.995,0,374.45001,0,11.125,0.146381579,253,180,5.9,203,0,0,0,0,0,5.909869482,154,25,,1.76,127,,
1766653965,3.434210526,0.973684211,0.276315789,3.042,0,377.48999,0,11.125,0.146381579,249,180,6,203,0,0,0,0,0,5.917159763,154,25,,1.75,128,,
1766653966,3.407894737,0.947368421,0.276315789,3.079,0,380.57001,0,11.25,0.148026316,248,180,6.3,203,0,0,0,0,0,6.138376546,154,25,,1.74,129,,
1766653967,3.421052632,0.947368421,0.236842105,3.088,0,383.66,0,11.25,0.148026316,248,178,6.3,203,0,0,0,0,0,6.052454607,154,25,,1.74,130,,
1766653968,3.473684211,0.947368421,0.210526316,3.098,0,386.76001,0,11.125,0.146381579,248,178,6.4,203,0,0,0,0,0,6.128683195,154,25,,1.73,131,,
1766653969,3.526315789,0.960526316,0.210526316,3.079,0,389.84,0,11.375,0.149671053,250,178,6.3,203,0,0,0,0,0,6.070124389,154,25,,1.73,132,,
1766653970,3.5,0.960526316,0.236842105,3.079,0,392.92001,0,11.375,0.149671053,248,178,6.4,203.2,0,0,0,0,0,6.16647557,154,25,,1.72,133,,
1766653971,3.5,0.973684211,0.236842105,3.079,0,395.98999,0,11.25,0.148026316,249,178,6.3,203.2,0,0,0,0,0,6.070124389,155,25,,1.72,134,,
1766653972,3.473684211,0.973684211,0.236842105,3.088,0,399.07999,0,11.25,0.148026316,250,176,6.4,203.2,0,0,0,0,0,6.079431573,155,25,,1.72,135,,
1766653973,3.473684211,0.973684211,0.223684211,3.07,0,402.16,0,11.25,0.148026316,250,178,6.3,203.2,0,0,0,0,0,6.087956476,155,25,,1.71,136,,
1766653974,3.447368421,0.973684211,0.210526316,3.06,0,405.20999,0,11.25,0.148026316,253,178,6.2,203.2,0,0,0,0,0,6.010897175,155,25,,1.71,137,,
1766653975,3.434210526,0.973684211,0.210526316,3.032,0,408.23999,0,11.25,0.148026316,252,178,6.3,203.2,0,0,0,0,0,6.16426293,155,25,,1.70,138,,
1766653976,3.394736842,0.973684211,0.223684211,3.042,0,411.29001,0,11.25,0.148026316,253,178,6.1,203.2,0,0,0,0,0,5.948956007,156,25,,1.70,139,,
1766653977,3.407894737,0.973684211,0.210526316,3.042,0,414.32999,0,11,0.144736842,251,178,6.2,203.2,0,0,0,0,0,6.046479876,156,25,,1.70,140,,
1766653978,3.407894737,0.960526316,0.210526316,3.051,0,417.38,0,11.125,0.146381579,251,180,6.1,203.2,0,0,0,0,0,5.998033432,156,25,,1.70,141,,
1766653979,3.434210526,0.960526316,0.197368421,3.116,0,420.5,0,11.125,0.146381579,251,180,6,203.2,0,0,0,0,0,5.776618175,155,25,,1.70,142,,
1766653980,3.473684211,0.960526316,0.184210526,3.116,0,423.60999,0,11.25,0.148026316,252,178,6.2,203.2,0,0,0,0,0,5.902850506,155,25,,1.70,143,,
1766653981,3.473684211,0.947368421,0.184210526,3.079,0,426.69,0,10.875,0.143092105,257,176,6.2,203.2,0,0,0,0,0,5.906674542,155,25,,1.70,144,,
1766653982,3.434210526,0.947368421,0.184210526,3.051,0,429.73999,0,10.875,0.143092105,255,176,6.3,203.2,0,0,0,0,0,6.057051658,156,25,,1.70,145,,
1766653983,3.394736842,0.960526316,0.171052632,3.014,0,432.76001,0,10.875,0.143092105,254,178,6.2,203.2,0,0,0,0,0,6.102602465,155,25,,1.71,146,,
1766653984,3.355263158,0.973684211,0.171052632,3.023,0,435.78,0,11,0.144736842,253,178,6.2,203.2,0,0,0,0,0,6.084456177,155,25,,1.70,147,,
1766653985,3.394736842,0.973684211,0.157894737,3.014,0,438.79999,0,11,0.144736842,253,176,6.3,203.2,0,0,0,0,0,6.131386861,155,25,,1.70,148,,
1766653986,3.381578947,0.973684211,0.144736842,3.004,0,441.79999,0,11,0.144736842,255,176,6.4,203.2,0,0,0,0,0,6.249450732,155,25,,1.70,149,,
1766653987,3.381578947,0.960526316,0.144736842,2.995,0,444.79001,0,11.375,0.149671053,255,176,6.4,203.2,0,0,0,0,0,6.268241562,155,25,,1.70,150,,
1766653988,3.394736842,0.960526316,0.144736842,3.014,0,447.81,0,11.375,0.149671053,255,176,6.3,203.2,0,0,0,0,0,6.131386861,154,25,,1.69,151,,
1766653989,3.289473684,0.973684211,0.171052632,3.051,0,450.85999,0,11.125,0.146381579,250,180,6.2,203.2,0,0,0,0,0,6.096361849,154,25,,1.69,152,,
1766653990,3.302631579,0.960526316,0.171052632,3.135,0,453.98999,0,11.125,0.146381579,249,180,6.1,203.2,0,0,0,0,0,5.837320574,154,25,,1.69,153,,
1766653991,3.368421053,0.960526316,0.184210526,3.163,0,457.16,0,11.125,0.146381579,245,180,6.1,203.2,0,0,0,0,0,5.78566483,154,25,,1.68,154,,
1766653992,3.447368421,0.960526316,0.184210526,3.191,0,460.35001,0,11.25,0.148026316,247,182,6,203.2,0,0,0,0,0,5.703530485,154,25,,1.68,155,,
1766653993,3.605263158,0.960526316,0.171052632,3.172,0,463.51999,0,11.25,0.148026316,248,180,6.1,203.2,0,0,0,0,0,5.769248957,155,25,,1.68,156,,
1766653994,3.631578947,0.960526316,0.184210526,3.135,0,466.64999,0,11.125,0.146381579,250,178,6.3,203.39999,0,0,0,0,0,5.961731362,155,25,,1.69,157,,
1766653995,3.605263158,0.960526316,0.184210526,3.098,0,469.75,0,11,0.144736842,253,178,6.2,203.39999,0,0,0,0,0,5.937161845,155,25,,1.69,158,,
1766653996,3.578947368,0.960526316,0.197368421,3.07,0,472.82999,0,11,0.144736842,252,178,6.2,203.39999,0,0,0,0,0,5.991322246,155,24,,1.69,159,,
1766653997,3.473684211,0.973684211,0.223684211,3.079,0,475.89999,0,11.125,0.146381579,250,178,6.3,203.39999,0,0,0,0,0,6.070124389,155,24,,1.69,160,,
1766653998,3.407894737,0.973684211,0.223684211,3.088,0,478.98999,0,10.875,0.143092105,250,178,6.3,203.39999,0,0,0,0,0,6.052454607,155,24,,1.69,161,,
