# Athlete data synced from intervals.icu on 2026-03-04 22:15
# Weight: intervals.icu (2023+) + legacy CSV (pre-2023)
# Non-running TSS: (calories - 80/hr * elapsed_hours) / 10
date,weight_kg,garmin_tr,non_running_tss
2020-01-06,,,0.6066666666666662
2020-01-07,,,19.626666666666665
2020-01-10,,,11.911111111111111
2020-01-13,,,4.931111111111111
2020-01-14,,,18.94
2020-01-17,,,8.497777777777777
2020-01-20,,,0.7844444444444448
2020-01-21,,,17.240000000000002
2020-01-24,,,9.7
2020-01-27,,,0.968888888888889
2020-02-03,,,7.786666666666667
2020-02-04,,,51.602222222222224
2020-02-11,,,48.99111111111111
2020-02-25,,,39.48444444444444
2020-02-26,,,26.704444444444448
2020-03-06,,,21.682222222222222
2020-03-09,,,2.986666666666666
2020-03-10,,,44.766666666666666
2020-03-16,,,35.473333333333336
2020-03-28,,,24.21333333333333
2020-03-29,,,18.83777777777778
2020-06-04,,,22.833333333333336
2020-06-06,,,22.793333333333333
2020-06-08,,,23.08888888888889
2020-06-11,,,22.413333333333334
2020-06-15,,,20.871111111111112
2020-06-21,,,19.95111111111111
2020-06-29,,,23.56888888888889
2020-07-03,,,17.433333333333334
2020-10-05,,,19.435555555555556
2020-10-12,,,19.746666666666666
2021-02-28,,,58.931111111111115
2021-03-01,,,28.051111111111112
2021-03-02,,,19.9
2021-03-07,,,71.94888888888889
2021-03-08,,,28.148888888888887
2021-03-09,,,38.56666666666667
2021-03-15,,,56.08444444444444
2021-03-16,,,22.502222222222223
2021-03-21,,,81.08
2021-03-26,,,63.486666666666665
2021-03-30,,,35.94444444444444
2021-04-08,,,18.89777777777778
2021-04-10,,,4.464444444444444
2021-04-12,,,22.486666666666668
2021-04-14,,,76.19777777777777
2021-04-17,,,11.704444444444444
2021-04-20,,,24.68
2021-04-26,,,37.21777777777778
2021-05-03,,,29.344444444444445
2021-05-10,,,27.764444444444443
2021-05-17,,,42.75555555555555
2021-05-27,,,26.137777777777778
2021-05-31,,,34.60444444444445
2021-06-07,,,36.80888888888889
2021-06-14,,,19.06888888888889
2021-06-28,,,25.56
2021-07-10,,,7.3199999999999985
2021-07-19,,,7.8
2021-08-05,,,18.726666666666667
2021-09-06,,,28.344444444444445
2021-09-27,,,37.07333333333334
2021-10-04,,,25.52
2021-10-11,,,31.50444444444445
2021-11-08,,,18.00888888888889
2021-11-15,,,37.67333333333333
2021-11-22,,,50.013333333333335
2021-11-29,,,35.01777777777778
2021-12-06,,,40.67111111111111
2021-12-10,,,21.773333333333333
2022-01-10,,,35.67333333333333
2022-01-17,,,43.86
2022-01-31,,,36.602222222222224
2022-02-09,,,26.106666666666666
2022-02-14,,,26.560000000000002
2022-02-16,,,39.397777777777776
2022-03-07,,,60.22888888888889
2022-03-14,,,42.32444444444444
2022-03-15,,,31.46666666666667
2022-03-23,,,42.775555555555556
2022-03-29,,,30.81111111111111
2022-04-05,,,37.10666666666667
2022-04-06,,,54.2
2022-05-04,,,30.637777777777778
2022-05-17,,,16.06222222222222
2022-06-20,,,3.9599999999999995
2022-06-23,,,15.922222222222222
2022-06-24,,,17.20444444444444
2022-06-25,,,25.23111111111111
2022-07-04,,,15.411111111111111
2022-07-05,,,58.23111111111111
2022-07-07,,,64.15777777777778
2022-07-13,,,18.83777777777778
2022-07-15,,,23.782222222222224
2022-07-16,,,107.33777777777777
2022-07-22,,,68.61555555555556
2022-07-24,,,67.50666666666666
2022-07-26,,,63.41777777777778
2022-07-28,,,54.43555555555556
2022-07-30,,,16.344444444444445
2022-08-01,,,66.66222222222223
2022-08-03,,,54.46444444444444
2022-08-07,,,72.43333333333334
2022-08-08,,,17.18888888888889
2022-08-11,,,81.94
2022-08-13,,,23.093333333333334
2022-08-15,,,70.62
2022-08-17,,,62.13555555555556
2022-08-18,,,23.815555555555555
2022-08-21,,,59.260000000000005
2022-08-23,,,60.19555555555556
2022-08-30,,,61.235555555555564
2022-09-02,,,17.822222222222223
2022-09-04,,,43.92
2022-09-07,,,66.26888888888888
2022-09-09,,,2.366666666666667
2022-09-11,,,13.253333333333334
2022-09-12,,,10.964444444444444
2022-09-21,,,11.120000000000001
2022-09-23,,,5.795555555555555
2022-09-26,,,43.355555555555554
2022-09-28,,,10.202222222222222
2022-09-30,,,0.948888888888888
2022-10-02,,,54.94444444444444
2022-10-03,,,7.571111111111111
2022-10-07,,,13.651111111111112
2022-10-12,,,17.46
2022-10-14,,,24.604444444444447
2022-10-19,,,10.855555555555556
2022-10-21,,,0.913333333333334
2022-10-24,,,3.8288888888888892
2022-10-26,,,12.644444444444442
2022-11-09,,,18.453333333333337
2022-11-14,,,8.99777777777778
2022-11-18,,,0.6866666666666674
2022-11-22,,,2.0799999999999996
2022-11-25,,,1.6600000000000008
2022-11-29,,,16.0
2022-12-07,,,17.013333333333332
2022-12-09,,,1.8111111111111113
2022-12-12,,,3.9844444444444447
2022-12-16,,,4.593333333333334
2023-01-04,,,21.642222222222223
2023-01-09,,,20.077777777777776
2023-01-13,,,1.7222222222222228
2023-01-16,,,29.611111111111107
2023-01-18,,,13.297777777777776
2023-01-20,,,3.757777777777778
2023-01-27,,,0.737777777777778
2023-01-30,,,10.602222222222222
2023-02-01,,,18.09111111111111
2023-02-10,,,1.0822222222222222
2023-02-13,,,11.02888888888889
2023-02-17,,,0.33555555555555544
2023-02-20,,,30.344444444444445
2023-02-22,,,11.833333333333332
2023-03-06,,,8.024444444444445
2023-03-10,,,2.306666666666666
2023-03-15,,,25.92888888888889
2023-03-17,,,0.8888888888888886
2023-03-20,,,18.5
2023-03-29,,,10.473333333333333
2023-04-03,,,9.940000000000001
2023-04-10,,,22.88222222222222
2023-04-14,,,1.3444444444444443
2023-04-21,,,2.3955555555555548
2023-04-28,,,3.775555555555556
2023-05-03,,,6.4
2023-05-05,,,7.553333333333333
2023-05-09,,,5.735555555555555
2023-05-12,,,1.1066666666666662
2023-05-15,,,8.162222222222223
2023-05-16,,,35.528888888888886
2023-05-23,,,46.519999999999996
2023-05-26,,,5.526666666666666
2023-05-29,,,50.57333333333333
2023-05-31,,,48.75333333333333
2023-06-02,,,9.093333333333334
2023-06-03,76.4,,
2023-06-04,76.5,,
2023-06-05,76.6,,
2023-06-06,76.6,,
2023-06-07,76.7,,32.093333333333334
2023-06-08,76.8,,
2023-06-09,76.8,,36.528888888888886
2023-06-10,76.9,,
2023-06-11,77.0,,
2023-06-12,77.0,,46.87111111111111
2023-06-13,77.0,,0.1088888888888892
2023-06-14,77.0,,
2023-06-15,77.0,,
2023-06-16,77.0,,
2023-06-17,77.0,,
2023-06-18,77.0,,
2023-06-19,77.0,,
2023-06-20,77.0,,
2023-06-21,77.0,,
2023-06-22,77.0,,
2023-06-23,77.0,,
2023-06-24,76.9,,
2023-06-25,76.8,,
2023-06-26,76.8,,50.90888888888889
2023-06-27,76.8,,
2023-06-28,76.9,,
2023-06-29,76.9,,43.63111111111111
2023-06-30,76.9,,
2023-07-01,77.1,,
2023-07-02,77.2,,
2023-07-03,77.2,,
2023-07-04,77.2,,50.364444444444445
2023-07-05,77.1,,
2023-07-06,77.1,,
2023-07-07,77.1,,
2023-07-08,77.2,,
2023-07-09,77.3,,15.015555555555556
2023-07-10,77.4,,
2023-07-11,77.6,,
2023-07-12,77.7,,
2023-07-13,77.9,,
2023-07-14,78.0,,
2023-07-15,78.0,,
2023-07-16,78.0,,
2023-07-17,78.0,,
2023-07-18,78.0,,
2023-07-19,78.0,,
2023-07-20,78.0,,
2023-07-21,78.1,,
2023-07-22,78.2,,
2023-07-23,78.3,,
2023-07-24,78.5,,
2023-07-25,78.6,,
2023-07-26,78.7,,
2023-07-27,78.9,,
2023-07-28,78.9,,
2023-07-29,78.9,,
2023-07-30,78.7,,32.973333333333336
2023-07-31,78.5,,
2023-08-01,78.3,,
2023-08-02,78.2,,58.93555555555556
2023-08-03,78.0,,
2023-08-04,77.9,,
2023-08-05,78.1,,
2023-08-06,78.2,,
2023-08-07,78.3,,27.342222222222222
2023-08-08,78.2,,
2023-08-09,78.2,,
2023-08-10,78.1,,
2023-08-11,77.9,,31.675555555555558
2023-08-12,77.7,,
2023-08-13,77.6,,
2023-08-14,77.5,,
2023-08-15,77.6,,
2023-08-16,77.7,,23.413333333333334
2023-08-17,77.8,,
2023-08-18,78.0,,0.162222222222222
2023-08-19,77.9,,
2023-08-20,78.0,,32.78
2023-08-21,78.0,,
2023-08-22,77.9,,
2023-08-23,77.8,,
2023-08-24,77.8,,
2023-08-25,77.6,,
2023-08-26,77.8,,
2023-08-27,77.9,,
2023-08-28,78.1,,
2023-08-29,78.2,,
2023-08-30,78.4,,
2023-08-31,78.5,,
2023-09-01,78.7,,0.9555555555555557
2023-09-02,78.6,,
2023-09-03,78.5,,
2023-09-04,78.5,,50.31333333333333
2023-09-05,78.5,,
2023-09-06,78.5,,
2023-09-07,78.4,,
2023-09-08,78.4,,0.06888888888888829
2023-09-09,78.4,,
2023-09-10,78.3,,50.92666666666666
2023-09-11,78.1,,
2023-09-12,77.9,,
2023-09-13,77.7,,
2023-09-14,77.5,,
2023-09-15,77.3,,0.11999999999999886
2023-09-16,77.2,,
2023-09-17,77.2,,
2023-09-18,77.2,,
2023-09-19,77.2,,
2023-09-20,77.2,,
2023-09-21,77.2,,
2023-09-22,77.1,,
2023-09-23,77.1,,
2023-09-24,77.1,,
2023-09-25,77.1,,
2023-09-26,77.1,,
2023-09-27,77.1,,
2023-09-28,77.2,,
2023-09-29,77.2,,1.3577777777777782
2023-09-30,77.4,,
2023-10-01,77.6,,
2023-10-02,77.7,,22.624444444444443
2023-10-03,77.6,,
2023-10-04,77.6,,
2023-10-05,77.5,,
2023-10-06,77.4,,4.719999999999999
2023-10-07,77.5,,
2023-10-08,77.4,,
2023-10-09,77.4,,
2023-10-10,77.5,,
2023-10-11,77.6,,
2023-10-12,77.6,,
2023-10-13,77.7,,3.1777777777777785
2023-10-14,77.6,,
2023-10-15,77.7,,
2023-10-16,77.8,,15.048888888888888
2023-10-17,77.9,,
2023-10-18,78.0,,
2023-10-19,78.0,,
2023-10-20,78.1,,
2023-10-21,78.0,,
2023-10-22,77.9,,
2023-10-23,77.8,,
2023-10-24,77.8,,
2023-10-25,77.8,,
2023-10-26,77.8,,
2023-10-27,77.8,,
2023-10-28,77.8,,
2023-10-29,77.8,,
2023-10-30,77.8,,
2023-10-31,77.8,,
2023-11-01,77.8,,
2023-11-02,77.8,,
2023-11-03,77.9,,
2023-11-04,78.1,,
2023-11-05,78.3,,
2023-11-06,78.4,,27.575555555555553
2023-11-07,78.5,,
2023-11-08,78.6,,
2023-11-09,78.7,,
2023-11-10,78.6,,3.055555555555556
2023-11-11,78.6,,
2023-11-12,78.5,,
2023-11-13,78.4,,25.588888888888892
2023-11-14,78.5,,
2023-11-15,78.5,,
2023-11-16,78.5,,
2023-11-17,78.6,,
2023-11-18,78.7,,
2023-11-19,78.8,,
2023-11-20,78.8,,
2023-11-21,78.8,,
2023-11-22,78.8,,18.857777777777777
2023-11-23,78.8,,
2023-11-24,79.0,,
2023-11-25,78.9,,
2023-11-26,78.8,,
2023-11-27,78.7,,12.393333333333334
2023-11-28,78.6,,
2023-11-29,78.6,,
2023-11-30,78.5,,
2023-12-01,78.2,,
2023-12-02,78.2,,
2023-12-03,78.3,,
2023-12-04,78.4,,21.83777777777778
2023-12-05,78.4,,
2023-12-06,78.6,,
2023-12-07,78.7,,
2023-12-08,78.8,,
2023-12-09,78.8,,
2023-12-10,78.8,,
2023-12-11,78.8,,20.084444444444443
2023-12-12,78.9,,
2023-12-13,78.9,,
2023-12-14,78.9,,
2023-12-15,79.0,,
2023-12-16,78.8,,
2023-12-17,78.8,,
2023-12-18,78.7,,
2023-12-19,78.6,,
2023-12-20,78.7,,
2023-12-21,78.7,,
2023-12-22,78.7,,
2023-12-23,78.8,,
2023-12-24,78.8,,
2023-12-25,78.9,,
2023-12-26,79.0,,
2023-12-27,79.0,,
2023-12-28,79.0,,
2023-12-29,79.0,,
2023-12-30,79.0,,
2023-12-31,79.0,,
2024-01-01,79.0,,
2024-01-02,79.0,,
2024-01-03,79.0,,
2024-01-04,79.0,,
2024-01-05,79.2,,
2024-01-06,79.4,,
2024-01-07,79.5,,
2024-01-08,79.6,,
2024-01-09,79.8,,
2024-01-10,80.0,,
2024-01-11,80.2,,
2024-01-12,80.1,,
2024-01-13,80.1,,
2024-01-14,80.2,,
2024-01-15,80.0,,14.440000000000001
2024-01-16,79.8,,
2024-01-17,79.6,,
2024-01-18,79.4,,
2024-01-19,79.2,,
2024-01-20,79.1,,
2024-01-21,79.1,,
2024-01-22,79.2,,20.886666666666667
2024-01-23,79.3,,
2024-01-24,79.3,,
2024-01-25,79.3,,
2024-01-26,79.5,,
2024-01-27,79.5,,
2024-01-28,79.4,,
2024-01-29,79.3,,17.686666666666667
2024-01-30,79.4,,
2024-01-31,79.4,,
2024-02-01,79.4,,
2024-02-02,79.2,,
2024-02-03,79.1,,
2024-02-04,79.2,,
2024-02-05,79.1,,
2024-02-06,79.0,,
2024-02-07,79.0,,
2024-02-08,79.0,,
2024-02-09,79.0,,
2024-02-10,78.9,,
2024-02-11,78.8,,
2024-02-12,78.9,,24.815555555555555
2024-02-13,78.9,,
2024-02-14,78.9,,
2024-02-15,78.9,,
2024-02-16,78.8,,
2024-02-17,78.8,,
2024-02-18,78.8,,
2024-02-19,78.7,,
2024-02-20,78.6,,
2024-02-21,78.5,,
2024-02-22,78.3,,
2024-02-23,78.3,,
2024-02-24,78.3,,
2024-02-25,78.2,,
2024-02-26,78.2,,
2024-02-27,78.2,,
2024-02-28,78.2,,
2024-02-29,78.2,,
2024-03-01,78.2,,
2024-03-02,78.4,,
2024-03-03,78.5,,
2024-03-04,78.6,,
2024-03-05,78.8,,
2024-03-06,78.9,,
2024-03-07,79.1,,
2024-03-08,79.2,,6.748888888888888
2024-03-09,79.1,,
2024-03-10,79.2,,
2024-03-11,79.1,,
2024-03-12,79.0,,
2024-03-13,78.9,,
2024-03-14,78.8,,
2024-03-15,78.7,,10.286666666666667
2024-03-16,78.7,,
2024-03-17,78.8,,
2024-03-18,78.8,,
2024-03-19,78.8,,
2024-03-20,78.7,,
2024-03-21,78.7,,
2024-03-22,78.7,,5.384444444444445
2024-03-23,78.7,,
2024-03-24,78.6,,
2024-03-25,78.6,,
2024-03-26,78.8,,
2024-03-27,78.9,,
2024-03-28,79.1,,
2024-03-29,79.3,,
2024-03-30,79.4,,
2024-03-31,79.5,,
2024-04-01,79.6,,
